Site_No,,,,,,,,,,,,,,,,,,,,,,,
Site_No,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Dut_No,Site_No,Dut_Pass,SW_Bin,Data_Num,OS_VCC,OS_SW,Vf,Isw,Ivcc,garbage,,Vcc,Vcc1,Icc_5V,Icc_1V,Icc3,Vcc_on,Vcc_off,SW_Freq_debug,BlankingTime,Tbodydiode,Ivcc_GateOn,Iq,
139,0,TRUE,1,17,-0.5071,-0.4792,-0.606,50.9763,292.6746,,,4.3777,7.7628,-33.1138,-20.216,80.7916,3.82,3.65,26.3158,3.4,0,1.226,85.6284
140,0,TRUE,1,17,-0.5074,-0.4808,-0.607,51.1978,277.5399,,,4.3796,7.7644,-32.8905,-20.336,80.1771,3.84,3.64,21.9346,3.4,0,1.214,84.4761
141,0,TRUE,1,17,-0.5086,-0.4818,-0.607,50.9881,275.0169,,,4.3793,7.7892,-31.9545,-19.433,79.4001,3.83,3.64,21.9298,3.4,0,1.205,84.2102
142,0,TRUE,1,17,-0.5082,-0.4824,-0.607,51.121,282.2047,,,4.3817,7.8047,-32.3203,-19.839,80.053,3.86,3.67,18.797,3.4,0,1.216,84.9341
143,0,TRUE,1,17,-0.5082,-0.4803,-0.606,50.4773,275.0937,,,4.3825,7.7552,-31.9523,-19.562,79.1608,3.83,3.66,20.8333,3.6,0,1.193,84.2693
144,0,TRUE,1,17,-0.5066,-0.4789,-0.607,50.0432,281.1677,,,4.3823,7.766,-31.7493,-19.422,78.7827,3.82,3.66,25,3.6,0,1.195,83.5455
145,0,TRUE,1,17,-0.5081,-0.4794,-0.606,49.5796,290.5918,,,4.3825,7.6982,-31.5241,-18.928,79.0279,3.8,3.63,14.6199,3.4,0,1.212,83.7818
146,0,TRUE,1,17,-0.5078,-0.4797,-0.607,49.996,282.116,,,4.3812,7.7805,-31.6272,-19.274,78.7354,3.82,3.64,21.9298,3.4,0,1.202,84.0034
147,0,TRUE,1,17,-0.5069,-0.48,-0.606,50.1023,285.5637,,,4.3814,7.7422,-31.1181,-18.862,78.9274,3.81,3.64,21.9298,3.4,0,1.204,83.4273
148,0,TRUE,1,17,-0.5071,-0.4906,-0.615,50.3415,293.2093,,,4.3807,7.7348,-32.1049,-19.643,80.3071,3.82,3.65,26.3158,3.4,0,1.223,84.5795
149,0,FALSE,3,4,-0.5082,-0.5016,-0.626,60.8859
150,0,TRUE,1,17,-0.5082,-0.4846,-0.609,51.9596,281.0879,,,4.3775,7.7934,-32.7595,-20.069,81.0574,3.85,3.69,27.7778,3.2,0,1.229,85.8647
151,0,TRUE,1,17,-0.5079,-0.4815,-0.606,52.0068,281.0968,,,4.3784,7.7646,-32.2258,-19.624,80.3632,3.83,3.67,27.7855,3.2,0,1.226,85.067
152,0,TRUE,1,17,-0.5054,-0.4868,-0.611,52.0275,300.4768,,,4.3822,7.7414,-33.4519,-20.14,83.3706,3.81,3.66,69.4444,3.2,0,1.261,87.9624
153,0,TRUE,1,17,-0.5065,-0.4905,-0.616,52.125,284.314,,,4.377,7.685,-33.2025,-20.381,80.6616,3.8,3.67,26.3158,3.4,0,1.231,85.6284
154,0,TRUE,1,17,-0.5065,-0.4865,-0.611,51.5433,287.1826,,,4.3788,7.7378,-32.6054,-19.845,80.8241,3.81,3.65,23.1481,3.2,0,1.224,85.8352
155,0,TRUE,1,17,-0.5085,-0.4831,-0.608,51.3897,271.1911,,,4.3792,7.7388,-31.7899,-19.521,80.053,3.81,3.66,26.3158,3.4,0,1.212,84.4613
156,0,TRUE,1,17,-0.5065,-0.4775,-0.605,50.3857,271.1823,,,4.3806,7.7211,-31.4331,-19.369,79.0869,3.82,3.67,26.3158,3.4,0,1.194,83.5307
157,0,TRUE,1,17,-0.5083,-0.4776,-0.605,50.185,289.6996,,,4.382,7.7448,-31.1532,-18.851,78.2627,3.84,3.65,21.9298,3.4,0,1.209,83.383
158,0,TRUE,1,17,-0.5062,-0.4613,-0.6,50.3828,273.785,,,4.3831,7.8337,-31.2193,-19.092,77.9732,3.86,3.67,0,3.6,0,1.2,82.3489
159,0,TRUE,1,17,-0.5079,-0.4643,-0.599,50.4537,273.265,,,4.3841,7.7818,-31.3842,-19.095,78.2863,3.84,3.66,21.925,3.4,0,1.198,82.9693
160,0,TRUE,1,17,-0.5071,-0.4646,-0.605,51.3366,276.2223,,,4.3814,7.798,-31.8197,-19.369,79.6778,3.85,3.65,21.9298,3.4,0,1.209,84.1216
161,0,TRUE,1,17,-0.5068,-0.4628,-0.599,51.5934,277.531,,,4.3804,7.7979,-32.3649,-19.816,80.6498,3.85,3.65,0,3.4,0,1.221,84.9931
162,0,TRUE,1,17,-0.5077,-0.4646,-0.6,51.0678,282.7276,,,4.3791,7.7412,-32.9497,-20.164,80.7443,3.82,3.65,14.6199,3.4,0,1.219,85.0227
163,0,TRUE,1,17,-0.5081,-0.4658,-0.601,51.0147,298.0661,,,4.3798,7.8586,-32.6223,-19.681,80.5464,3.85,3.67,0,3.4,0,1.235,86.1011
164,0,TRUE,1,17,-0.5077,-0.4629,-0.598,50.9763,271.7968,,,4.3779,7.8097,-32.1145,-19.586,79.7398,3.85,3.65,18.797,3.4,0,1.203,84.742
165,0,TRUE,1,17,-0.5074,-0.4633,-0.598,50.8582,277.4719,,,4.3773,7.7851,-32.0455,-19.579,79.7723,3.85,3.65,21.9298,3.4,0,1.204,84.2988
166,0,TRUE,1,17,-0.5081,-0.4789,-0.606,49.7479,277.6167,,,4.3815,7.7517,-31.5401,-19.151,78.1977,3.83,3.64,20.829,3.6,0,1.187,82.4671
167,0,TRUE,1,17,-0.508,-0.4808,-0.606,49.9428,278.1544,,,4.3823,7.7759,-32.0265,-19.611,78.0205,3.83,3.64,26.3158,3.4,0,1.189,81.9353
168,0,TRUE,1,17,-0.5083,-0.4805,-0.604,50.5275,273.7732,,,4.3806,7.7961,-31.7952,-19.365,78.8476,3.85,3.64,0,3.6,0,1.187,83.3534
169,0,TRUE,1,17,-0.5079,-0.4814,-0.605,50.5039,286.6538,,,4.3804,7.7539,-32.7604,-20.008,80.3159,3.82,3.65,21.9298,3.4,0,1.209,85.2886
170,0,TRUE,1,17,-0.5076,-0.4786,-0.603,49.8572,285.7173,,,4.3843,7.7306,-32.5445,-19.895,79.2258,3.83,3.64,0,3.6,0,1.206,83.9591
171,0,TRUE,1,17,-0.5077,-0.4797,-0.606,50.6013,290.3496,,,4.3822,7.8431,-32.1326,-19.512,80.437,3.86,3.66,21.9298,3.4,0,1.208,85.3329
172,0,TRUE,1,17,-0.5064,-0.4735,-0.602,51.0767,289.9803,,,4.3827,7.8217,-32.5509,-19.717,80.248,3.87,3.67,0,3.4,0,1.221,84.8011
173,0,TRUE,1,17,-0.5068,-0.4795,-0.607,50.0668,287.8089,,,4.3818,7.8151,-32.6193,-19.756,80.4695,3.84,3.64,20.8333,3.6,0,1.209,85.0965
174,0,TRUE,1,17,-0.5064,-0.4791,-0.607,49.8542,274.5856,,,4.3837,7.7878,-31.9465,-19.465,78.9983,3.83,3.64,25,3.6,0,1.19,83.1318
175,0,TRUE,1,17,-0.5077,-0.4866,-0.61,50.4832,270.6653,,,4.3827,7.7535,-31.5328,-19.19,78.7827,3.82,3.65,65.7895,3.4,0,1.191,83.6784
176,0,TRUE,1,17,-0.5064,-0.4979,-0.624,50.3917,285.5075,,,4.381,7.7481,-32.0679,-19.638,79.8166,3.82,3.63,25,3.6,0,1.202,84.4318
177,0,TRUE,1,17,-0.5076,-0.4837,-0.609,49.7627,280.4291,,,4.3814,7.7808,-32.0259,-19.467,79.1697,3.84,3.63,0,3.6,0,1.197,83.6489
178,0,TRUE,1,17,-0.5073,-0.4855,-0.61,50.0668,276.6565,,,4.3846,7.852,-31.7601,-19.423,77.6334,3.86,3.65,25,3.6,0,1.182,82.1421
179,0,TRUE,1,17,-0.507,-0.4866,-0.613,50.43,282.9048,,,4.3831,7.7808,-31.4704,-18.773,79.4562,3.83,3.66,26.3158,3.4,0,1.2,84.3432
180,0,TRUE,1,17,-0.508,-0.4847,-0.609,50.9911,284.9255,,,4.3823,7.7482,-32.1864,-19.459,80.0471,3.82,3.65,25,3.6,0,1.212,84.6682
181,0,TRUE,1,17,-0.5065,-0.476,-0.604,50.681,283.9595,,,4.3831,7.7664,-32.4003,-19.849,80.1239,3.84,3.64,0,3.6,0,1.22,84.6386
182,0,TRUE,1,17,-0.5071,-0.4761,-0.603,51.2568,289.4337,,,4.384,7.7582,-32.5356,-19.675,80.5286,3.84,3.66,21.8914,3.4,0,1.222,85.4068
183,0,TRUE,1,17,-0.508,-0.4795,-0.605,51.9625,285.6671,,,4.383,7.8048,-32.0747,-19.614,80.9688,3.86,3.67,26.3158,3.4,0,1.226,84.55
184,0,TRUE,1,17,-0.5082,-0.4828,-0.608,52.0777,280.8309,,,4.383,7.7397,-32.3288,-19.771,80.5109,3.83,3.66,18.797,3.4,0,1.22,85.2738
185,0,TRUE,1,17,-0.5072,-0.4811,-0.607,51.2686,267.7642,,,4.3852,7.7439,-32.3611,-20.079,79.3676,3.82,3.66,26.3158,3.4,0,1.196,84.0329
186,0,TRUE,1,17,-0.5065,-0.4815,-0.607,51.2539,287.2919,,,4.3842,7.791,-32.0609,-19.49,81.6749,3.84,3.65,21.9298,3.4,0,1.224,86.3817
187,0,TRUE,1,17,-0.5065,-0.4814,-0.607,51.0383,279.7762,,,4.386,7.7476,-30.8696,-18.646,79.7457,3.82,3.65,26.3158,3.4,0,1.206,84.6829
188,0,TRUE,1,17,-0.5067,-0.4837,-0.609,51.4871,301.951,,,4.3831,7.7383,-31.3601,-18.863,81.8551,3.84,3.66,0,3.4,0,1.245,86.9283
189,0,TRUE,1,17,-0.5069,-0.4808,-0.608,49.37,275.658,,,4.3818,7.7337,-31.9711,-19.619,78.8122,3.82,3.65,20.8333,3.6,0,1.185,83.2352
190,0,TRUE,1,17,-0.5073,-0.4814,-0.609,49.7214,274.6801,,,4.3825,7.7673,-31.7385,-19.272,78.7767,3.85,3.67,21.9298,3.4,0,1.188,83.7375
191,0,TRUE,1,17,-0.5079,-0.4845,-0.609,50.309,282.4469,,,4.3812,7.7589,-32.238,-19.557,78.8772,3.84,3.64,17.8571,3.6,0,1.202,84.55
192,0,TRUE,1,17,-0.5081,-0.4858,-0.609,49.9369,287.4957,,,4.3816,7.7659,-31.1837,-18.607,78.7383,3.83,3.63,16.4447,3.4,0,1.198,83.2057
193,0,FALSE,8,1,-1.1165
194,0,TRUE,1,17,-0.5078,-0.4808,-0.608,49.9901,278.3021,,,4.3799,7.8161,-32.7573,-20.104,78.5965,3.85,3.66,20.8333,3.6,0,1.195,82.8216
195,0,TRUE,1,17,-0.5083,-0.485,-0.609,50.9025,273.7318,,,4.3788,7.8128,-32.168,-19.493,79.3056,3.83,3.66,65.7895,3.4,0,1.205,84.1807
196,0,TRUE,1,17,-0.5083,-0.4841,-0.608,51.2243,269.2886,,,4.3802,7.7558,-32.1381,-19.549,78.44,3.85,3.65,26.3158,3.4,0,1.197,83.3239
197,0,TRUE,1,17,-0.5081,-0.4704,-0.603,51.6555,293.3481,,,4.3781,7.7283,-31.8979,-19.232,81.5656,3.82,3.67,0,3.2,0,1.255,86.8692
198,0,TRUE,1,17,-0.5084,-0.4712,-0.604,52.0925,301.112,,,4.3778,7.7649,-32.2785,-19.361,82.638,3.84,3.67,23.1481,3.2,0,1.261,87.2238
199,0,TRUE,1,17,-0.508,-0.4792,-0.608,51.9242,273.203,,,4.3782,7.7146,-31.9715,-19.534,80.6202,3.84,3.68,21.9298,3.4,0,1.225,85.392
200,0,TRUE,1,17,-0.5075,-0.479,-0.607,52.184,295.2921,,,4.3775,7.8261,-32.8168,-19.822,83.1697,3.87,3.7,23.1642,3.2,0,1.252,87.8737
201,0,TRUE,1,17,-0.5073,-0.4777,-0.606,50.8818,280.7925,,,4.3795,7.7674,-32.0256,-19.506,80.2509,3.82,3.63,18.797,3.4,0,1.214,84.9045
202,0,TRUE,1,17,-0.5083,-0.485,-0.609,51.4192,290.5357,,,4.3806,7.8431,-32.6014,-19.94,81.149,3.87,3.67,18.797,3.4,0,1.228,85.9681
203,0,TRUE,1,17,-0.5077,-0.4838,-0.609,51.4192,297.5078,,,4.3802,7.7879,-32.6044,-19.845,81.4208,3.85,3.65,21.9298,3.4,0,1.241,86.2931
204,0,TRUE,1,17,-0.5081,-0.485,-0.609,50.9261,280.3966,,,4.3834,7.7944,-30.8359,-18.754,80.0559,3.86,3.64,21.9298,3.4,0,1.21,84.8897
205,0,TRUE,1,17,-0.5065,-0.4829,-0.608,50.5363,281.1352,,,4.383,7.8158,-31.1744,-18.838,80.2539,3.86,3.66,65.7895,3.4,0,1.215,84.6829
206,0,TRUE,1,17,-0.5081,-0.4812,-0.607,49.5088,271.0316,,,4.3822,7.7668,-31.3087,-19.075,77.9584,3.83,3.65,26.2812,3.4,0,1.181,82.408
207,0,TRUE,1,17,-0.5081,-0.4746,-0.605,50.0078,291.4249,,,4.3811,7.7889,-31.5177,-18.967,80.4666,3.83,3.64,65.7895,3.4,0,1.214,85.584
208,0,TRUE,1,17,-0.5078,-0.4697,-0.604,50.12,284.4853,,,4.3821,7.7299,-30.2543,-18.107,79.0101,3.81,3.64,21.9298,3.4,0,1.199,83.8409
209,0,TRUE,1,17,-0.5079,-0.4715,-0.608,50.6072,278.8752,,,4.3821,7.8319,-31.1516,-18.989,79.1519,3.85,3.67,21.9298,3.4,0,1.202,83.4864
210,0,TRUE,1,17,-0.5075,-0.472,-0.608,50.6958,287.4632,,,4.3799,7.7957,-31.7634,-19.363,79.8403,3.85,3.68,21.9298,3.4,0,1.222,84.9341
211,0,TRUE,1,17,-0.5073,-0.4718,-0.606,51.3749,293.4634,,,4.3791,7.7187,-32.0335,-19.377,81.7576,3.83,3.66,18.7935,3.4,0,1.244,86.884
212,0,TRUE,1,17,-0.5059,-0.4715,-0.608,51.7322,294.8105,,,4.3785,7.7292,-31.6853,-18.922,82.7414,3.82,3.67,19.8373,3.2,0,1.251,87.6226
213,0,TRUE,1,17,-0.5065,-0.4713,-0.604,52.3198,290.8459,,,4.3772,7.772,-33.0357,-20.007,82.6468,3.83,3.68,27.7778,3.2,0,1.25,87.1794
214,0,TRUE,1,17,-0.5063,-0.4757,-0.608,52.6712,306.5921,,,4.3755,7.7951,-34.1414,-20.88,84.9512,3.87,3.7,27.7855,3.2,0,1.274,89.8975
215,0,TRUE,1,17,-0.5063,-0.4806,-0.608,51.7204,291.5874,,,4.3781,7.814,-31.5788,-19.056,81.6837,3.86,3.68,27.7778,3.2,0,1.244,86.2931
216,0,TRUE,1,17,-0.507,-0.4822,-0.61,51.8503,274.367,,,4.3788,7.7485,-31.3713,-19.058,80.889,3.83,3.66,27.7778,3.2,0,1.218,85.6136
217,0,TRUE,1,17,-0.5077,-0.4846,-0.608,50.6958,279.2031,,,4.3811,7.7528,-31.1858,-18.734,80.2421,3.83,3.66,21.9346,3.4,0,1.212,84.8011
218,0,TRUE,1,17,-0.5079,-0.4863,-0.61,50.3946,277.271,,,4.3821,7.7278,-31.5143,-19.162,79.7014,3.83,3.64,26.3158,3.4,0,1.199,84.2841
219,0,TRUE,1,17,-0.5079,-0.486,-0.609,49.9487,275.7525,,,4.3826,7.7484,-30.8467,-18.604,78.9392,3.83,3.65,21.9298,3.4,0,1.199,83.6636
220,0,TRUE,1,17,-0.5069,-0.4858,-0.611,50.4241,286.704,,,4.381,7.8,-31.1322,-18.839,79.1549,3.84,3.65,0,3.4,0,1.217,83.7818
221,0,TRUE,1,17,-0.508,-0.4848,-0.609,49.5826,253.3533,,,4.3839,7.7722,-30.5051,-18.61,76.3779,3.83,3.65,20.829,3.6,0,1.164,80.9308
222,0,TRUE,1,17,-0.5071,-0.4841,-0.611,50.1613,265.1201,,,4.3837,7.7729,-31.2562,-18.949,78.0677,3.85,3.65,21.9298,3.4,0,1.186,82.3932
223,0,TRUE,1,17,-0.5082,-0.4909,-0.614,50.4655,282.0244,,,4.3844,7.7441,-31.5836,-19.127,79.146,3.82,3.63,21.9298,3.4,0,1.205,83.8704
224,0,TRUE,1,17,-0.5082,-0.4974,-0.62,51.7322,278.7334,,,4.3823,7.7708,-32.3713,-19.732,79.6423,3.82,3.64,26.3158,3.4,0,1.215,84.4909
225,0,FALSE,3,4,-0.508,-0.5026,-0.626,63.4372
226,0,TRUE,1,17,-0.5075,-0.4867,-0.611,51.0029,274.5206,,,4.3812,7.6823,-31.9569,-19.565,79.0633,3.8,3.64,26.3158,3.4,0,1.205,83.708
227,0,TRUE,1,17,-0.5072,-0.4878,-0.614,51.0147,293.8858,,,4.3793,7.8063,-31.5688,-18.965,80.9481,3.84,3.65,26.3227,3.4,0,1.224,85.3181
228,0,TRUE,1,17,-0.5082,-0.4863,-0.611,51.2834,290.9286,,,4.3778,7.8114,-32.7596,-20.052,79.7517,3.84,3.65,26.2261,3.4,0,1.226,84.9045
229,0,TRUE,1,17,-0.5068,-0.4869,-0.612,49.8867,264.8306,,,4.3803,7.7659,-31.5441,-19.332,77.8462,3.82,3.64,20.8333,3.6,0,1.18,81.9057
230,0,TRUE,1,17,-0.5082,-0.4886,-0.612,49.559,264.9281,,,4.3829,7.6725,-31.6638,-19.427,76.502,3.8,3.62,11.9603,3.4,0,1.181,81.2262
231,0,TRUE,1,17,-0.5079,-0.4883,-0.612,49.807,267.4038,,,4.383,7.7921,-31.2706,-19.125,77.6984,3.83,3.64,13.8889,3.6,0,1.178,82.3784
232,0,TRUE,1,17,-0.5082,-0.4855,-0.609,50.5157,260.5794,,,4.3818,7.7631,-32.2572,-19.957,77.8255,3.83,3.64,25,3.6,0,1.175,82.4228
233,0,TRUE,1,17,-0.5084,-0.4873,-0.611,49.6535,281.6729,,,4.3825,7.7723,-31.7586,-19.281,79.6748,3.83,3.64,20.8333,3.6,0,1.194,84.3727
234,0,TRUE,1,17,-0.508,-0.4845,-0.609,49.9576,281.4129,,,4.3839,7.7639,-32.1659,-19.643,79.149,3.82,3.65,65.7895,3.4,0,1.197,83.7227
235,0,TRUE,1,17,-0.5065,-0.4844,-0.61,50.2617,270.1601,,,4.3848,7.8429,-31.3664,-18.999,78.4459,3.87,3.65,21.9298,3.4,0,1.188,83.1318
236,0,TRUE,1,17,-0.5077,-0.4855,-0.611,51.1623,294.0129,,,4.3818,7.8994,-32.3497,-19.525,81.344,3.88,3.66,21.9298,3.4,0,1.226,85.9977
237,0,TRUE,1,17,-0.5083,-0.4856,-0.61,50.0787,281.9447,,,4.3834,7.7683,-31.9084,-19.304,79.2937,3.83,3.65,25.0063,3.6,0,1.199,83.8704
238,0,TRUE,1,17,-0.5064,-0.4867,-0.613,50.185,268.5205,,,4.3833,7.8422,-31.3143,-19.194,78.697,3.84,3.64,25,3.6,0,1.18,83.383
239,0,TRUE,1,17,-0.5083,-0.4852,-0.611,50.1377,274.8131,,,4.3822,7.8147,-31.6349,-19.189,78.4075,3.85,3.65,20.8333,3.6,0,1.187,83.1762
240,0,FALSE,8,1,-1.1231
241,0,TRUE,1,17,-0.5076,-0.4806,-0.611,50.2706,276.6329,,,4.3819,7.7134,-31.6979,-19.281,79.211,3.82,3.63,26.3158,3.4,0,1.192,83.6932
242,0,TRUE,1,17,-0.5069,-0.4732,-0.608,49.4704,294.0985,,,4.3819,7.7488,-31.8554,-19.194,79.6069,3.81,3.65,0,3.6,0,1.214,84.1954
243,0,FALSE,3,4,-0.5067,-0.4798,-0.616,497.7277
244,0,TRUE,1,17,-0.5083,-0.4758,-0.608,50.684,286.0747,,,4.384,7.844,-31.7374,-19.197,80.0205,3.85,3.66,26.3158,3.4,0,1.206,85.3329
245,0,FALSE,3,4,-0.5084,-0.487,-0.617,499.5792
246,0,TRUE,1,17,-0.508,-0.4823,-0.612,53.9262,275.9918,,,4.3833,7.7515,-32.1305,-19.514,79.5064,3.81,3.65,0,3.4,0,1.209,84.2102
247,0,FALSE,3,4,-0.5078,-0.4897,-0.618,499.6441
248,0,FALSE,3,4,-0.5064,-0.4853,-0.614,69.5672
249,0,TRUE,1,17,-0.5068,-0.4828,-0.611,52.125,276.952,,,4.3826,7.8379,-32.2311,-19.555,80.9865,3.84,3.66,26.3158,3.4,0,1.22,85.2886
250,0,TRUE,1,17,-0.5067,-0.4839,-0.611,50.808,288.5918,,,4.3839,7.8032,-32.1667,-19.46,81.6069,3.84,3.66,0,3.4,0,1.232,86.234
251,0,TRUE,1,17,-0.5065,-0.4852,-0.611,51.3927,287.1176,,,4.3855,7.8032,-30.9458,-18.604,79.9732,3.85,3.65,26.3158,3.4,0,1.22,85.067
252,0,TRUE,1,17,-0.5076,-0.4893,-0.613,51.0117,297.4871,,,4.3842,7.7257,-31.2386,-18.732,81.3351,3.83,3.64,16.4447,3.4,0,1.238,86.2488
253,0,TRUE,1,17,-0.5063,-0.4897,-0.616,51.2982,275.7348,,,4.3837,7.7818,-30.7579,-18.537,80.0116,3.83,3.65,26.3158,3.4,0,1.205,85.2295
254,0,TRUE,1,17,-0.5063,-0.4938,-0.62,50.7578,287.1235,,,4.3831,7.7203,-31.0744,-18.609,80.9068,3.8,3.63,26.3296,3.4,0,1.223,85.7465
255,0,FALSE,3,4,-0.5011,-0.453,-0.588,500.217
256,0,FALSE,3,4,-0.5067,-0.4971,-0.623,490.5495
257,0,TRUE,1,17,-0.5066,-0.4809,-0.608,50.3769,277.9416,,,4.385,7.7842,-31.2775,-18.89,78.3838,3.83,3.64,18.7935,3.4,0,1.201,82.7625
258,0,TRUE,1,17,-0.5065,-0.4762,-0.604,50.4064,283.1766,,,4.3833,7.7733,-32.4313,-19.792,80.0825,3.83,3.64,32.9056,3.4,0,1.208,84.2398
259,0,TRUE,1,17,-0.5078,-0.478,-0.604,50.9999,280.8841,,,4.3842,7.752,-31.9404,-19.344,80.4695,3.83,3.65,21.9298,3.4,0,1.212,84.875
260,0,TRUE,1,17,-0.5078,-0.482,-0.607,52.1811,285.41,,,4.383,7.7808,-32.658,-19.854,81.991,3.83,3.67,0,3.4,0,1.24,86.7658
261,0,TRUE,1,17,-0.5064,-0.4823,-0.609,51.6348,287.6494,,,4.3849,7.8093,-31.2599,-18.612,81.4179,3.84,3.67,18.797,3.4,0,1.226,86.042
262,0,TRUE,1,17,-0.5066,-0.4833,-0.609,51.0117,282.6005,,,4.3852,7.7588,-31.6845,-19.205,80.892,3.82,3.65,21.9298,3.4,0,1.216,85.4659
263,0,TRUE,1,17,-0.5064,-0.4808,-0.607,51.4871,283.2682,,,4.3847,7.7727,-30.8292,-18.505,80.0589,3.83,3.66,27.7778,3.2,0,1.207,85.0079
264,0,TRUE,1,17,-0.5075,-0.4826,-0.606,51.3366,286.0511,,,4.3842,7.8324,-31.3691,-19.015,79.9644,3.87,3.67,16.4447,3.4,0,1.223,85.1704
265,0,TRUE,1,17,-0.5074,-0.4796,-0.606,50.1348,266.2546,,,4.384,7.7527,-31.8906,-19.476,78.0116,3.83,3.64,25,3.6,0,1.177,82.2603
266,0,TRUE,1,17,-0.5078,-0.4845,-0.611,49.5294,258.2633,,,4.3845,7.7326,-30.88,-18.557,77.5596,3.81,3.63,0,3.4,0,1.171,81.9353
267,0,TRUE,1,17,-0.5065,-0.4828,-0.609,50.5393,270.6476,,,4.3815,7.8012,-32.3993,-19.882,78.4606,3.85,3.65,20.8333,3.6,0,1.183,82.8364
268,0,TRUE,1,17,-0.5065,-0.4846,-0.61,49.872,266.4289,,,4.383,7.8027,-31.7994,-19.622,77.5537,3.85,3.64,21.925,3.4,0,1.178,81.5217
269,0,TRUE,1,17,-0.5068,-0.4853,-0.611,49.5708,276.0716,,,4.3817,7.7254,-31.7031,-19.263,78.7797,3.81,3.63,0,3.6,0,1.189,83.2352
270,0,TRUE,1,17,-0.5072,-0.4845,-0.611,50.4241,283.4543,,,4.3802,7.8491,-31.9998,-19.227,78.7502,3.87,3.66,21.9298,3.4,0,1.202,82.9398
271,0,TRUE,1,17,-0.507,-0.4795,-0.608,50.994,286.701,,,4.3765,7.7729,-32.4918,-19.846,80.3514,3.84,3.66,20.8377,3.6,0,1.218,84.6534
272,0,TRUE,1,17,-0.5073,-0.4819,-0.609,51.1978,286.4765,,,4.3792,7.8047,-32.288,-19.556,81.0929,3.86,3.67,18.7935,3.4,0,1.226,86.0567
273,0,TRUE,1,17,-0.5083,-0.4854,-0.609,50.8907,287.3008,,,4.3819,7.8039,-31.8791,-19.137,80.05,3.87,3.66,21.9298,3.4,0,1.213,85.3034
274,0,TRUE,1,17,-0.5083,-0.4854,-0.609,49.7893,274.0568,,,4.3848,7.7496,-30.8647,-18.342,78.7738,3.82,3.63,18.797,3.4,0,1.192,83.4716
275,0,TRUE,1,17,-0.5079,-0.4869,-0.611,49.993,283.3007,,,4.3826,7.7697,-31.7305,-19.253,79.4208,3.84,3.63,13.8889,3.6,0,1.199,84.0477
276,0,TRUE,1,17,-0.5079,-0.4863,-0.611,50.3474,283.9004,,,4.3834,7.7783,-31.693,-19.148,79.0249,3.83,3.65,0,3.4,0,1.207,84.1511
277,0,FALSE,8,1,-1.1187
278,0,FALSE,8,1,-1.1436
279,0,TRUE,1,17,-0.5084,-0.4757,-0.609,49.3434,280.4587,,,4.3848,7.7156,-31.6293,-19.255,78.434,3.81,3.62,17.8571,3.6,0,1.193,81.891
280,0,TRUE,1,17,-0.5083,-0.4763,-0.609,49.8985,262.4701,,,4.3846,7.7821,-31.6548,-19.215,77.1814,3.84,3.65,20.8333,3.6,0,1.173,81.566
281,0,FALSE,3,4,-0.5062,-0.4772,-0.611,73.208
282,0,TRUE,1,17,-0.507,-0.4767,-0.611,51.1387,280.9904,,,4.3824,7.7669,-32.1219,-19.626,79.7192,3.83,3.65,0,3.6,0,1.214,84.5204
283,0,TRUE,1,17,-0.5072,-0.4829,-0.613,50.8405,267.9621,,,4.3841,7.6762,-32.3556,-19.834,78.0825,3.8,3.62,21.9732,3.4,0,1.199,82.8512
284,0,FALSE,3,4,-0.5068,-0.484,-0.615,111.8574
285,0,TRUE,1,17,-0.5062,-0.4824,-0.611,52.2608,293.7263,,,4.3822,7.7658,-32.5937,-19.903,81.2642,3.85,3.66,21.925,3.4,0,1.243,86.3079
286,0,TRUE,1,17,-0.5083,-0.4848,-0.611,52.0866,299.3364,,,4.3828,7.8033,-32.4709,-19.663,82.7355,3.85,3.67,26.3227,3.4,0,1.255,87.8146
287,0,TRUE,1,17,-0.5065,-0.4837,-0.611,51.1003,286.0097,,,4.3846,7.7866,-31.9815,-19.43,81.087,3.84,3.67,0,3.4,0,1.226,85.9238
288,0,TRUE,1,17,-0.5071,-0.4848,-0.61,51.1741,278.8397,,,4.3861,7.7595,-31.5072,-18.98,80.502,3.83,3.65,26.3158,3.4,0,1.214,84.3432
289,0,TRUE,1,17,-0.5066,-0.4903,-0.615,51.369,285.3923,,,4.3845,7.7661,-31.6078,-18.969,80.3425,3.83,3.65,21.9298,3.4,0,1.22,85.1704
290,0,TRUE,1,17,-0.508,-0.4886,-0.613,51.1033,284.639,,,4.385,7.7181,-30.9836,-18.619,80.443,3.81,3.64,18.797,3.4,0,1.221,85.067
291,0,FALSE,3,4,-0.5059,-0.4991,-0.625,65.1587
292,0,TRUE,1,17,-0.5078,-0.498,-0.621,51.499,291.6022,,,4.3853,7.7522,-30.8693,-18.674,80.765,3.84,3.66,0,3.4,0,1.229,85.3034
293,0,TRUE,1,17,-0.5066,-0.4923,-0.618,52.6033,300.6481,,,4.3826,7.816,-32.0418,-19.098,83.0575,3.85,3.68,26.3227,3.4,0,1.256,87.8442
294,0,TRUE,1,17,-0.5077,-0.4784,-0.606,51.0974,286.1722,,,4.3795,7.8587,-32.6173,-19.854,81.0693,3.88,3.68,21.9298,3.4,0,1.218,85.7022
